player,match_id,competition_id,season_id,minutes_played,matches_played,passes,completed_passes,key_passes,assists,shots,shots_on_target,goals,xG,xA,dribbles,dribbles_successful,tackles,tackles_won,interceptions,clearances,blocks,aerial_duels,aerial_duels_won,pressures,fouls_committed,fouls_won,cards_yellow,cards_red,saves,clean_sheets,goals_conceded
Dean Kiely,3749526,2,44,91,1,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Holland,3749526,2,44,89,1,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,0,17,0,3,0,0,0,0,0
Fredrik Ljungberg,3749526,2,44,70,1,25,0,0,0,1,0,0,0.012707731,0,3,1,0,0,0,0,1,0,0,14,1,4,0,0,0,0,0
Robert Pirès,3749526,2,44,91,1,58,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,1,0,0,8,1,1,0,0,0,0,0
Chris Perry,3749526,2,44,89,1,16,0,0,0,0,0,0,0.0,0,0,0,0,0,1,13,3,0,0,20,2,0,0,0,0,0,0
Jason Joseph Euell,3749526,2,44,91,1,10,0,0,0,2,1,0,0.0965433719999999,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0
Nwankwo Christian Kanu,3749526,2,44,92,1,9,0,0,0,1,1,0,0.02633978,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Sylvain Wiltord,3749526,2,44,91,1,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0
Jamal Julian Campbell-Ryce,3749526,2,44,92,1,1,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0
Jermaine Jenas,3749431,2,44,91,1,45,0,0,0,0,0,0,0.0,0,0,0,0,0,3,1,2,0,0,38,2,1,0,0,0,0,0
Craig Bellamy,3749431,2,44,89,1,21,0,0,0,3,2,0,0.30771913,0,3,3,0,0,0,0,0,0,0,18,1,2,0,0,0,0,0
Gary Speed,3749431,2,44,82,1,45,0,0,0,1,0,0,0.02333979,0,0,0,0,0,0,2,1,0,0,15,2,0,0,0,0,0,0
Laurent Robert,3749431,2,44,78,1,36,0,0,0,3,1,0,0.0508939057,0,3,2,0,0,0,0,2,0,0,9,1,3,0,0,0,0,0
Sulzeer Jeremiah ''Sol' Campbell,3749431,2,44,92,1,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,7,1,3,0,0,0,0,0
Jonathan Woodgate,3749431,2,44,92,1,35,0,0,0,0,0,0,0.0,0,1,1,0,0,1,12,2,0,0,15,1,0,0,0,0,0,0
Aaron Hughes,3749431,2,44,89,1,54,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,32,3,0,0,0,0,0,0
"Andy O""Brien",3749431,2,44,92,1,22,0,0,0,0,0,0,0.0,0,1,1,0,0,0,4,1,0,0,8,1,1,0,0,0,0,0
Patrick Vieira,3749431,2,44,92,1,60,0,0,0,0,0,0,0.0,0,6,3,0,0,0,0,5,0,0,25,2,2,0,0,0,0,0
Gilberto Aparecido da Silva,3749431,2,44,93,1,57,0,0,0,1,0,0,0.027595863,0,0,0,0,0,0,3,3,0,0,20,5,2,0,0,0,0,0
Thierry Henry,3749431,2,44,92,1,40,0,0,0,6,0,0,0.6694975643,0,9,7,0,0,0,1,0,0,0,13,0,2,0,0,0,0,0
José Antonio Reyes Calderón,3749431,2,44,79,1,25,0,0,0,2,1,0,0.151946372,0,3,1,0,0,0,0,1,0,0,11,0,1,0,0,0,0,0
Shay Given,3749431,2,44,93,1,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylvain Wiltord,3749431,2,44,79,1,35,0,0,0,1,0,0,0.41577327,0,4,3,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0
Laureano Bisan-Etame Mayer,3749431,2,44,89,1,57,0,0,0,0,0,0,0.0,0,0,0,0,0,1,2,1,0,0,9,1,0,0,0,0,0,0
Alan Shearer,3749431,2,44,93,1,28,0,0,0,1,0,0,0.0055422615,0,1,0,0,0,0,3,2,0,0,4,5,2,0,0,0,0,0
Kolo Habib Touré,3749431,2,44,92,1,38,0,0,0,1,0,0,0.10049018,0,1,1,0,0,0,5,3,0,0,9,1,0,0,0,0,0,0
Ashley Cole,3749431,2,44,91,1,57,0,0,0,0,0,0,0.0,0,3,1,0,0,2,3,4,0,0,9,1,2,0,0,0,0,0
Olivier Bernard,3749431,2,44,90,1,35,0,0,0,1,0,0,0.010017542,0,2,1,0,0,1,2,1,0,0,5,0,2,0,0,0,0,0
Darren Ambrose,3749431,2,44,78,1,24,0,0,0,1,1,0,0.05517205,0,3,2,0,0,0,3,3,0,0,23,2,0,0,0,0,0,0
Jens Lehmann,3749431,2,44,88,1,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Eduardo César Daude Gaspar,3749431,2,44,93,1,46,0,0,0,0,0,0,0.0,0,2,1,0,0,0,1,0,0,0,16,1,2,0,0,0,0,0
Hugo Miguel Ferreira Gomes Viana,3749431,2,44,92,1,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
Dennis Bergkamp,3749431,2,44,88,1,7,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Robert Pirès,3749431,2,44,92,1,9,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
Lee Bowyer,3749431,2,44,91,1,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Gaël Clichy,3749431,2,44,93,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Gosling,3754058,2,27,93,1,36,0,0,0,2,0,0,0.299349934,0,0,0,0,0,2,3,3,0,0,38,0,2,0,0,0,0,0
Joshua King,3754058,2,27,50,1,7,0,0,0,2,0,0,0.418173234,0,3,3,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0
Andrew Surman,3754058,2,27,87,1,49,0,0,0,0,0,0,0.0,0,0,0,0,0,3,2,2,0,0,12,2,2,0,0,0,0,0
Adam Smith,3754058,2,27,93,1,46,0,0,0,2,0,0,0.038970133,0,4,2,0,0,3,3,1,0,0,22,2,1,0,0,0,0,0
Simon Francis,3754058,2,27,56,1,44,0,0,0,0,0,0,0.0,0,0,0,0,0,2,8,0,0,0,3,1,0,0,0,0,0,0
Steve Cook,3754058,2,27,92,1,58,0,0,0,0,0,0,0.0,0,0,0,0,0,3,12,1,0,0,7,0,0,0,0,0,0,0
Charlie Daniels,3754058,2,27,89,1,56,0,0,0,1,0,0,0.008613406,0,2,2,0,0,1,5,2,0,0,11,0,0,0,0,0,0,0
Danny Simpson,3754058,2,27,73,1,46,0,0,0,0,0,0,0.0,0,0,0,0,0,2,3,4,0,0,11,0,0,0,0,0,0,0
Robert Huth,3754058,2,27,92,1,35,0,0,0,1,1,0,0.05736443,0,0,0,0,0,0,1,1,0,0,11,1,0,0,0,0,0,0
Matt Ritchie,3754058,2,27,93,1,43,0,0,0,0,0,0,0.0,0,1,1,0,0,3,2,2,0,0,26,0,2,0,0,0,0,0
Harry Arter,3754058,2,27,59,1,33,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,1,0,0,34,1,2,0,0,0,0,0
Artur Boruc,3754058,2,27,94,1,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N''Golo Kanté,3754058,2,27,92,1,64,0,0,0,4,0,0,0.315150294,0,1,1,0,0,2,1,5,0,0,25,2,1,0,0,0,0,0
Danny Drinkwater,3754058,2,27,93,1,91,0,0,0,1,0,0,0.044721026,0,1,1,0,0,0,1,3,0,0,19,2,0,0,0,0,0,0
Christian Fuchs,3754058,2,27,94,1,82,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,12,1,0,0,0,0,0,0
Junior Stanislas,3754058,2,27,92,1,31,0,0,0,3,0,0,0.17139585,0,3,2,0,0,0,1,1,0,0,18,0,0,0,0,0,0,0
Jamie Vardy,3754058,2,27,93,1,24,0,0,0,4,1,0,0.7943935110000001,0,3,1,0,0,0,0,1,0,0,9,1,1,0,0,0,0,0
Marc Albrighton,3754058,2,27,64,1,21,0,0,0,0,0,0,0.0,0,3,0,0,0,1,1,2,0,0,18,2,1,0,0,0,0,0
José Leonardo Ulloa,3754058,2,27,45,1,16,0,0,0,2,0,0,0.0839995269999999,0,1,0,0,0,0,1,1,0,0,8,2,2,0,0,0,0,0
Kasper Schmeichel,3754058,2,27,94,1,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wes Morgan,3754058,2,27,94,1,40,0,0,0,1,0,0,0.64057934,0,1,1,0,0,1,5,4,0,0,12,1,0,0,0,0,0,0
Riyad Mahrez,3754058,2,27,94,1,50,0,0,0,3,1,0,0.847233073,0,4,1,0,0,0,0,1,0,0,17,1,0,0,0,0,0,0
Nathan Dyer,3754058,2,27,93,1,20,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0
Glenn Murray,3754058,2,27,93,1,10,0,0,0,0,0,0,0.0,0,2,1,0,0,0,3,3,0,0,25,0,1,0,0,0,0,0
Shinji Okazaki,3754058,2,27,92,1,4,0,0,0,1,0,0,0.039429333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ritchie De Laet,3754058,2,27,93,1,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylvain Distin,3754058,2,27,91,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,1,3,2,0,0,2,0,0,0,0,0,0,0
José Salomón Rondón Giménez,3754245,2,27,69,1,17,0,0,0,3,1,0,0.3999548,0,2,1,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0
Saido Berahino,3754245,2,27,78,1,15,0,0,1,2,1,1,0.966292999,0,1,0,0,0,0,0,1,0,0,8,2,1,0,0,0,0,0
Craig Dawson,3754245,2,27,92,1,51,0,0,0,1,0,0,0.0066569573,0,0,0,0,0,1,2,1,0,0,11,2,2,0,0,0,0,0
Darren Fletcher,3754245,2,27,93,1,67,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,4,0,0,6,1,0,0,0,0,0,0
Claudio Ariel Yacob,3754245,2,27,88,1,68,0,0,0,1,0,0,0.021192232,0,1,1,0,0,0,2,2,0,0,9,1,1,0,0,0,0,0
Chris Brunt,3754245,2,27,91,1,67,0,0,0,0,0,0,0.0,0,1,1,0,0,1,6,1,0,0,4,1,1,0,0,0,0,0
Jonathan Grant Evans,3754245,2,27,91,1,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,2,0,0,2,2,0,0,0,0,0,0
Gareth McAuley,3754245,2,27,87,1,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,3,0,0,2,0,3,0,0,0,0,0
James McClean,3754245,2,27,91,1,28,0,0,0,1,0,0,0.030730423,0,2,0,0,0,0,3,1,0,0,12,0,4,0,0,0,0,0
Jordi Gómez García-Penche,3754245,2,27,70,1,38,0,0,0,1,0,0,0.013545745,0,0,0,0,0,0,3,1,0,0,6,2,2,0,0,0,0,0
Fabio Borini,3754245,2,27,92,1,33,0,0,0,0,0,0,0.0,0,5,3,0,0,1,3,3,0,0,23,4,4,0,0,0,0,0
Billy Jones,3754245,2,27,93,1,44,0,0,0,2,1,0,0.28389587,0,1,0,0,0,0,1,1,0,0,21,0,0,0,0,0,0,0
Yann Gérard M''Vila,3754245,2,27,91,1,51,0,0,0,2,1,0,0.035560124,0,3,2,0,0,2,3,0,0,0,16,0,0,0,0,0,0,0
Stéphane Sessègnon,3754245,2,27,92,1,37,0,0,0,1,0,0,0.051626783,0,6,6,0,0,1,1,2,0,0,11,2,2,0,0,0,0,0
Lee Cattermole,3754245,2,27,93,1,50,0,0,0,1,0,0,0.047938,0,0,0,0,0,0,0,2,0,0,12,1,1,0,0,0,0,0
Sebastian Larsson,3754245,2,27,60,1,17,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0
DeAndre Yedlin,3754245,2,27,91,1,38,0,0,0,0,0,0,0.0,0,2,2,0,0,0,7,4,0,0,19,6,1,0,0,0,0,0
Younes Kaboul,3754245,2,27,93,1,33,0,0,0,0,0,0,0.0,0,0,0,0,0,1,12,2,0,0,10,0,0,0,0,0,0,0
Glyn Oliver Myhill,3754245,2,27,93,1,21,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John O''Shea,3754245,2,27,92,1,30,0,0,0,0,0,0,0.0,0,0,0,0,0,1,13,3,0,0,13,0,0,0,0,0,0,0
Costel Fane Pantilimon,3754245,2,27,92,1,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Steven Fletcher,3754245,2,27,74,1,15,0,0,0,1,0,0,0.18338391,0,1,0,0,0,0,0,1,0,0,13,1,1,0,0,0,0,0
Rickie Lambert,3754245,2,27,93,1,19,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Jermain Defoe,3754245,2,27,91,1,3,0,0,0,2,0,0,0.038242924,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Adam Johnson,3754245,2,27,91,1,12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Danny Graham,3754245,2,27,91,1,3,0,0,0,1,0,0,0.06778413,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0
Craig Gardner,3754245,2,27,93,1,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0
Siem Stefan de Jong,3754136,2,27,58,1,24,0,1,0,1,0,0,0.13185254,0,2,2,0,0,0,1,1,0,0,27,1,1,0,0,0,0,0
Papiss Demba Cissé,3754136,2,27,32,1,11,0,0,0,1,1,0,0.0841084,0,1,1,0,0,1,0,0,0,0,6,0,2,0,0,0,0,0
Jack Colback,3754136,2,27,92,1,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,24,3,4,0,0,0,0,0
Leandro Bacuna,3754136,2,27,92,1,52,0,0,0,1,1,0,0.010047587,0,0,0,0,0,1,3,6,0,0,19,3,0,0,0,0,0,0
Idrissa Gana Gueye,3754136,2,27,89,1,61,0,0,0,1,0,0,0.019967088,0,2,2,0,0,1,2,6,0,0,29,1,1,0,0,0,0,0
Daryl Janmaat,3754136,2,27,92,1,75,0,0,0,0,0,0,0.0,0,2,1,0,0,0,5,1,0,0,17,1,1,0,0,0,0,0
Moussa Sissoko,3754136,2,27,92,1,44,0,0,0,1,0,0,0.2171973,0,2,0,0,0,0,3,3,0,0,26,0,1,0,0,0,0,0
Carlos Alberto Sánchez Moreno,3754136,2,27,92,1,47,0,0,0,2,1,0,0.0270921519999999,0,5,3,0,0,2,3,2,0,0,8,2,1,0,0,0,0,0
Bradley Guzan,3754136,2,27,90,1,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Westwood,3754136,2,27,90,1,51,0,0,0,1,1,0,0.04343671,0,2,1,0,0,0,1,2,0,0,12,3,1,0,0,0,0,0
Fabricio Coloccini,3754136,2,27,89,1,27,0,0,1,1,1,1,0.15036368,0,0,0,0,0,2,8,0,0,0,11,0,1,0,0,0,0,0
Georginio Wijnaldum,3754136,2,27,88,1,24,0,0,0,1,1,0,0.19924778,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
Paul Dummett,3754136,2,27,90,1,47,0,0,0,0,0,0,0.0,0,1,1,0,0,1,7,2,0,0,10,1,1,0,0,0,0,0
Alan Hutton,3754136,2,27,93,1,48,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,1,0,0,4,1,2,0,0,0,0,0
Jordan Ayew,3754136,2,27,92,1,40,0,0,1,2,1,1,0.090678271,0,5,2,0,0,0,0,9,0,0,22,3,1,0,0,0,0,0
Jordan Veretout,3754136,2,27,92,1,51,0,1,0,1,1,0,0.023792285,0,1,0,0,0,0,1,3,0,0,12,1,4,0,0,0,0,0
Joleon Lescott,3754136,2,27,90,1,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,1,0,0,9,1,0,0,0,0,0,0
Tetchi Jores Charlemagne Ulrich Okore,3754136,2,27,88,1,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,0,0,11,0,1,0,0,0,0,0
Scott Sinclair,3754136,2,27,58,1,9,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0
Rob Elliot,3754136,2,27,92,1,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chancel Mbemba Mangulu,3754136,2,27,91,1,40,0,0,0,0,0,0,0.0,0,0,0,0,0,1,14,0,0,0,8,1,0,0,0,0,0,0
Vurnon Anita,3754136,2,27,70,1,23,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,1,0,0,25,1,0,0,0,0,0,0
Aleksandar Mitrović,3754136,2,27,90,1,19,0,0,0,2,1,0,0.090886398,0,2,2,0,0,0,1,1,0,0,11,1,1,0,0,0,0,0
Rudy Gestede,3754136,2,27,92,1,13,0,0,0,2,2,0,0.165213755,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0
Ayoze Pérez Gutiérrez,3754136,2,27,90,1,11,0,0,0,1,0,0,0.21160483,0,1,1,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0
Florian Thauvin,3754136,2,27,92,1,6,0,0,0,0,0,0,0.0,0,1,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0
Joshua King,3754037,2,27,67,1,24,0,1,0,2,0,0,0.051941604,0,3,3,0,0,2,2,0,0,0,20,3,0,0,0,0,0,0
Callum Wilson,3754037,2,27,78,1,16,0,0,0,1,0,0,0.07997005,0,2,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0
Harry Arter,3754037,2,27,93,1,58,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,1,0,0,20,1,1,0,0,0,0,0
Simon Francis,3754037,2,27,94,1,85,0,0,0,0,0,0,0.0,0,2,2,0,0,2,5,3,0,0,14,2,0,0,0,0,0,0
Tim Howard,3754037,2,27,93,1,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muhamed Bešić,3754037,2,27,45,1,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0
Ross Barkley,3754037,2,27,86,1,42,0,1,0,4,1,0,0.368501275,0,6,5,0,0,2,1,0,0,0,9,0,1,0,0,0,0,0
Aaron Lennon,3754037,2,27,93,1,44,0,0,0,1,1,0,0.044369604,0,1,0,0,0,1,0,2,0,0,25,1,1,0,0,0,0,0
Steve Cook,3754037,2,27,94,1,38,0,0,0,1,0,0,0.06185592,0,0,0,0,0,0,6,1,0,0,4,0,0,0,0,0,0,0
Tom Cleverley,3754037,2,27,94,1,56,0,1,1,3,1,1,0.206890475,0,1,1,0,0,0,1,2,0,0,27,0,2,0,0,0,0,0
Darron Gibson,3754037,2,27,94,1,81,0,0,0,0,0,0,0.0,0,0,0,0,0,3,5,3,0,0,12,2,0,0,0,0,0,0
Leighton Baines,3754037,2,27,94,1,88,0,0,1,1,1,1,0.1705538,0,1,0,0,0,1,7,2,0,0,27,0,2,0,0,0,0,0
James McCarthy,3754037,2,27,93,1,55,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,2,0,0,34,2,0,0,0,0,0,0
Andrew Surman,3754037,2,27,94,1,60,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0
Charlie Daniels,3754037,2,27,91,1,60,0,0,0,0,0,0,0.0,0,3,2,0,0,1,5,0,0,0,5,0,0,0,0,0,0,0
Artur Boruc,3754037,2,27,94,1,27,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Matt Ritchie,3754037,2,27,94,1,48,0,0,0,6,1,0,0.2786703259999999,0,3,1,0,0,1,2,5,0,0,20,2,1,0,0,0,0,0
Marc Pugh,3754037,2,27,67,1,25,0,0,1,1,1,1,0.47353765,0,1,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0
Tommy Elphick,3754037,2,27,93,1,28,0,0,0,0,0,0,0.0,0,0,0,0,0,2,4,0,0,0,7,1,0,0,0,0,0,0
Matthew Pennington,3754037,2,27,94,1,60,0,0,0,0,0,0,0.0,0,0,0,0,0,2,8,4,0,0,9,0,1,0,0,0,0,0
John Stones,3754037,2,27,94,1,73,0,0,0,0,0,0,0.0,0,2,1,0,0,0,8,1,0,0,5,0,2,0,0,0,0,0
El-Hadji Baye Oumar Niasse,3754037,2,27,59,1,13,0,0,0,1,0,0,0.040344775,0,1,1,0,0,1,0,1,0,0,11,0,2,0,0,0,0,0
Tony Hibbert,3754037,2,27,88,1,19,0,0,0,1,1,0,0.060018376,0,1,0,0,0,3,2,1,0,0,7,0,0,0,0,0,0,0
Romelu Lukaku Menama,3754037,2,27,93,1,13,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
Junior Stanislas,3754037,2,27,93,1,19,0,0,0,3,0,0,0.139232643,0,2,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0
Benik Afobe,3754037,2,27,94,1,9,0,0,0,2,0,0,0.3444586699999999,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Lewis Grabban,3754037,2,27,94,1,8,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Kieran O''Neill Dowell,3754037,2,27,94,1,2,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Odion Jude Ighalo,3754039,2,27,97,1,20,0,0,0,2,1,0,0.3075619,0,1,0,0,0,3,1,4,0,0,10,2,1,0,0,0,0,0
Nordin Amrabat,3754039,2,27,61,1,17,0,0,0,0,0,0,0.0,0,1,1,0,0,3,0,1,0,0,17,6,2,0,0,0,0,0
Ben Watson,3754039,2,27,97,1,59,0,0,0,0,0,0,0.0,0,0,0,0,0,1,11,3,0,0,13,2,1,0,0,0,0,0
Wayne Hennessey,3754039,2,27,95,1,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Ward,3754039,2,27,97,1,68,0,0,0,1,0,0,0.104912326,0,5,3,0,0,2,7,1,0,0,11,3,3,0,0,0,0,0
Wilfried Zaha,3754039,2,27,96,1,28,0,0,0,1,0,0,0.015308936,0,5,3,0,0,2,0,1,0,0,9,1,2,0,0,0,0,0
Jordon Mutch,3754039,2,27,72,1,29,0,0,0,1,1,0,0.008852186,0,0,0,0,0,1,0,1,0,0,19,2,1,0,0,0,0,0
Pape N''Diaye Souaré,3754039,2,27,93,1,56,0,0,0,2,0,0,0.03631171,0,4,2,0,0,2,0,0,0,0,7,1,1,0,0,0,0,0
Troy Deeney,3754039,2,27,96,1,36,0,0,2,5,2,2,1.123821252,0,0,0,0,0,0,2,4,0,0,19,0,3,0,0,0,0,0
Damien Delaney,3754039,2,27,92,1,28,0,0,0,2,0,0,0.108222684,0,0,0,0,0,2,8,1,0,0,6,1,0,0,0,0,0,0
Emmanuel Adebayor,3754039,2,27,97,1,35,0,0,1,2,2,1,0.7621754300000001,0,2,1,0,0,1,1,2,0,0,6,1,0,0,0,0,0,0
Mile Jedinak,3754039,2,27,96,1,47,0,0,0,0,0,0,0.0,0,0,0,0,0,4,7,1,0,0,22,4,2,0,0,0,0,0
Scott Dann,3754039,2,27,96,1,33,0,0,0,0,0,0,0.0,0,0,0,0,0,2,3,1,0,0,5,1,0,0,0,0,0,0
Connor Wickham,3754039,2,27,46,1,19,0,1,0,1,0,0,0.029273072,0,1,0,0,0,0,0,1,0,0,13,0,1,0,0,0,0,0
Heurelho da Silva Gomes,3754039,2,27,97,1,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Yohan Cabaye,3754039,2,27,97,1,56,0,0,0,4,1,0,0.069818089,0,2,2,0,0,7,0,1,0,0,11,2,2,0,0,0,0,0
Valon Behrami,3754039,2,27,96,1,49,0,0,0,0,0,0,0.0,0,0,0,0,0,2,3,3,0,0,27,0,3,0,0,0,0,0
Allan Romeo Nyom,3754039,2,27,96,1,45,0,0,0,0,0,0,0.0,0,2,1,0,0,2,6,2,0,0,18,1,0,0,0,0,0,0
Etienne Capoue,3754039,2,27,70,1,37,0,0,0,0,0,0,0.0,0,4,3,0,0,3,1,3,0,0,15,1,2,0,0,0,0,0
Sebastian Prödl,3754039,2,27,97,1,23,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,2,0,0,6,0,1,0,0,0,0,0
Nathan Aké,3754039,2,27,97,1,23,0,0,0,2,1,0,0.198844731,0,0,0,0,0,0,1,3,0,0,12,1,1,0,0,0,0,0
Craig Cathcart,3754039,2,27,90,1,20,0,0,0,0,0,0,0.0,0,0,0,0,0,1,12,0,0,0,2,0,0,0,0,0,0,0
Chung-Yong Lee,3754039,2,27,97,1,36,0,0,0,1,1,0,0.007500792,0,5,4,0,0,1,1,0,0,0,7,1,0,0,0,0,0,0
Almen Abdi,3754039,2,27,97,1,12,0,0,0,1,0,0,0.044581,0,1,1,0,0,0,1,0,0,0,7,1,1,0,0,0,0,0
Mario Suárez Mata,3754039,2,27,91,1,4,0,0,0,1,0,0,0.028959522,0,2,2,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0
Fraizer Campbell,3754039,2,27,91,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Olivier Giroud,3754041,2,27,90,1,23,0,0,3,4,3,3,0.582937018,0,1,0,0,0,0,0,1,0,0,12,3,0,0,0,0,0,0
Mesut Özil,3754041,2,27,87,1,76,0,1,0,0,0,0,0.0,0,1,0,0,0,1,0,1,0,0,12,1,1,0,0,0,0,0
Francis Joseph Coquelin,3754041,2,27,91,1,72,0,0,0,0,0,0,0.0,0,1,1,0,0,7,1,2,0,0,19,2,2,0,0,0,0,0
Héctor Bellerín Moruno,3754041,2,27,91,1,70,0,1,0,1,0,0,0.044765577,0,2,0,0,0,1,3,1,0,0,7,1,0,0,0,0,0,0
Santiago Cazorla González,3754041,2,27,87,1,88,0,0,0,1,1,0,0.14244156,0,2,2,0,0,0,1,1,0,0,16,1,1,0,0,0,0,0
Ignacio Monreal Eraso,3754041,2,27,89,1,65,0,1,0,0,0,0,0.0,0,0,0,0,0,2,0,1,0,0,7,1,0,0,0,0,0,0
Gabriel Armando de Abreu,3754041,2,27,88,1,44,0,0,0,1,1,0,0.18901204,0,0,0,0,0,1,8,2,0,0,11,1,0,0,0,0,0,0
Laurent Koscielny,3754041,2,27,89,1,44,0,0,0,0,0,0,0.0,0,0,0,0,0,3,8,5,0,0,9,1,0,0,0,0,0,0
Alexis Alejandro Sánchez Sánchez,3754041,2,27,91,1,57,0,0,0,6,1,0,0.7464134180000002,0,7,6,0,0,0,0,1,0,0,12,2,2,0,0,0,0,0
